ID,Year,State,Crop_Type,Rainfall (mm),Soil_Type,Irrigation_Area (ha),Crop_Yield (kg/ha)
515,2009,Punjab,Wheat,564,Alluvial,113,3155
516,2010,Punjab,Bajra,575,Alluvial,85,2460
517,2012,Punjab,Wheat,559,Alluvial,155,3196
518,2003,Punjab,Bajra,557,Loamy,97,2531
519,2003,Punjab,Rice,995,Alluvial,151,2661
520,2013,Punjab,Rice,810,Loamy,142,3305
521,2000,Punjab,Wheat,642,Loamy,137,3938
522,2018,Punjab,Rice,964,Alluvial,116,3027
523,2010,Punjab,Rice,817,Loamy,125,2826
524,2020,Punjab,Rice,880,Alluvial,168,2687
525,2004,Punjab,Bajra,348,Loamy,93,2373
526,2017,Punjab,Bajra,403,Loamy,72,2054
527,2020,Punjab,Wheat,625,Loamy,172,3818
528,2014,Punjab,Bajra,336,Alluvial,89,2552
529,2007,Punjab,Rice,902,Alluvial,108,2865
530,2016,Punjab,Wheat,511,Alluvial,167,3269
531,2018,Punjab,Wheat,405,Alluvial,134,3469
532,2015,Punjab,Wheat,661,Loamy,102,3544
533,2007,Punjab,Wheat,422,Alluvial,164,2815
534,2002,Punjab,Rice,804,Alluvial,134,3150
535,2018,Punjab,Wheat,492,Loamy,136,3038
536,2002,Punjab,Bajra,386,Alluvial,66,2344
537,2015,Punjab,Rice,862,Loamy,147,3484
538,2020,Punjab,Rice,978,Loamy,115,3343
539,2010,Punjab,Rice,978,Loamy,119,2851
540,2010,Punjab,Rice,991,Loamy,116,3478
541,2015,Punjab,Bajra,600,Loamy,65,2927
542,2006,Punjab,Wheat,440,Alluvial,119,2720
543,2003,Punjab,Bajra,593,Loamy,68,2412
544,2011,Punjab,Wheat,664,Alluvial,153,2893
545,2020,Punjab,Rice,857,Alluvial,127,3012
546,2017,Punjab,Rice,874,Loamy,148,3016
547,2000,Punjab,Rice,942,Loamy,162,3267
548,2007,Punjab,Wheat,519,Alluvial,101,3178
549,2005,Punjab,Wheat,650,Loamy,165,3056
550,2011,Punjab,Wheat,584,Loamy,129,3383
551,2003,Punjab,Bajra,523,Loamy,86,2841
552,2009,Punjab,Rice,906,Loamy,113,3265
553,2005,Punjab,Rice,826,Loamy,128,3416
554,2005,Punjab,Bajra,347,Loamy,92,2983
555,2005,Punjab,Wheat,620,Loamy,109,3545
556,2003,Punjab,Wheat,666,Loamy,126,3259
557,2008,Punjab,Wheat,688,Loamy,135,3875
558,2002,Punjab,Wheat,676,Alluvial,167,2800
559,2014,Punjab,Wheat,538,Loamy,121,3043
560,2017,Punjab,Wheat,599,Loamy,147,3162
561,2001,Punjab,Rice,948,Alluvial,152,3179
562,2003,Punjab,Bajra,340,Alluvial,50,1948
563,2015,Punjab,Bajra,565,Loamy,58,2505
564,2011,Punjab,Bajra,368,Alluvial,84,1878
565,2012,Punjab,Wheat,595,Loamy,125,3616
566,2011,Punjab,Rice,996,Alluvial,122,2770
567,2003,Punjab,Wheat,640,Loamy,169,3001
568,2012,Punjab,Rice,807,Alluvial,124,2947
569,2000,Punjab,Bajra,434,Loamy,52,2806
570,2011,Punjab,Wheat,560,Alluvial,140,3352
571,2004,Punjab,Wheat,548,Loamy,153,3196
572,2019,Punjab,Wheat,476,Alluvial,105,3338
573,2014,Punjab,Bajra,303,Loamy,59,2383
574,2018,Punjab,Rice,910,Loamy,180,3250
575,2011,Punjab,Rice,816,Loamy,139,3214
576,2013,Punjab,Wheat,498,Loamy,115,3499
577,2011,Punjab,Wheat,442,Alluvial,173,2911
578,2009,Punjab,Wheat,533,Loamy,145,3852
579,2001,Punjab,Wheat,502,Loamy,156,3280
580,2016,Punjab,Bajra,385,Loamy,55,2471
581,2015,Punjab,Wheat,475,Loamy,130,3939
582,2018,Punjab,Wheat,630,Loamy,147,3126
583,2018,Punjab,Wheat,559,Loamy,109,3423
584,2004,Punjab,Bajra,360,Loamy,80,2914
585,2017,Punjab,Rice,873,Loamy,163,2946
586,2004,Punjab,Rice,982,Alluvial,115,3092
587,2012,Punjab,Wheat,611,Loamy,136,3179
588,2018,Punjab,Bajra,551,Alluvial,65,2558
589,2009,Punjab,Rice,981,Loamy,101,3194
590,2009,Punjab,Wheat,567,Alluvial,138,3472
591,2011,Punjab,Wheat,465,Loamy,168,3401
592,2009,Punjab,Wheat,490,Loamy,166,3866
593,2012,Punjab,Rice,868,Loamy,165,3487
594,2011,Punjab,Wheat,687,Alluvial,114,3342
595,2000,Punjab,Rice,956,Loamy,123,2835
596,2006,Punjab,Rice,953,Loamy,157,2968
597,2009,Punjab,Bajra,338,Alluvial,50,1905
598,2006,Punjab,Bajra,401,Loamy,57,2064
599,2006,Punjab,Bajra,313,Loamy,74,2570
600,2011,Punjab,Wheat,695,Loamy,131,3066
601,2015,Punjab,Bajra,439,Alluvial,76,2029
602,2004,Punjab,Rice,954,Loamy,153,3037
603,2011,Punjab,Rice,852,Loamy,113,2932
604,2002,Punjab,Rice,870,Loamy,152,3280
605,2010,Punjab,Wheat,446,Alluvial,134,3241
606,2002,Punjab,Rice,843,Loamy,139,2915
607,2007,Punjab,Rice,814,Loamy,131,3402
608,2002,Punjab,Bajra,551,Loamy,59,2552
609,2009,Punjab,Rice,894,Loamy,128,3231
610,2007,Punjab,Bajra,478,Loamy,52,2295
611,2000,Punjab,Rice,926,Loamy,147,3218
612,2000,Punjab,Rice,847,Alluvial,144,2519
613,2002,Punjab,Rice,933,Loamy,166,2991
614,2014,Punjab,Rice,885,Loamy,142,3177
615,2020,Punjab,Bajra,370,Loamy,86,2922
616,2017,Punjab,Rice,902,Loamy,107,3232
617,2008,Punjab,Rice,850,Loamy,136,3335
618,2013,Punjab,Wheat,443,Loamy,105,3250
619,2000,Punjab,Bajra,548,Loamy,56,2191
620,2016,Punjab,Wheat,637,Loamy,155,3344
621,2020,Punjab,Bajra,359,Alluvial,93,1960
622,2019,Punjab,Wheat,464,Loamy,170,3017
623,2008,Punjab,Wheat,672,Loamy,170,3551
624,2007,Punjab,Wheat,664,Loamy,115,3041
625,2011,Punjab,Rice,806,Loamy,106,3047
626,2016,Punjab,Rice,993,Loamy,132,3419
627,2016,Punjab,Rice,892,Loamy,174,3278
628,2015,Punjab,Bajra,431,Loamy,85,2389
629,2003,Punjab,Rice,820,Loamy,140,3304
630,2017,Punjab,Wheat,593,Loamy,153,3176
631,2000,Punjab,Bajra,432,Loamy,62,2541
632,2003,Punjab,Rice,866,Loamy,122,3375
633,2012,Punjab,Wheat,434,Loamy,175,3511
634,2007,Punjab,Rice,846,Alluvial,179,3160
635,2012,Punjab,Bajra,591,Loamy,61,2332
636,2007,Punjab,Bajra,379,Loamy,75,2966
637,2013,Punjab,Bajra,433,Loamy,74,2614
638,2004,Punjab,Wheat,554,Alluvial,154,2842
639,2000,Punjab,Wheat,444,Loamy,168,3148
640,2010,Punjab,Bajra,409,Loamy,53,2861
641,2011,Punjab,Rice,824,Loamy,172,3097
642,2001,Punjab,Wheat,602,Loamy,115,3317
643,2007,Punjab,Bajra,486,Loamy,93,2625
644,2019,Punjab,Bajra,455,Alluvial,77,2560
645,2014,Punjab,Bajra,526,Alluvial,82,2120
646,2012,Punjab,Bajra,425,Loamy,91,2762
647,2010,Punjab,Rice,964,Loamy,119,3470
648,2002,Punjab,Wheat,431,Loamy,166,3481
649,2001,Punjab,Wheat,642,Alluvial,101,3229
650,2014,Punjab,Rice,975,Loamy,174,3221
651,2007,Punjab,Wheat,696,Loamy,113,3450
652,2001,Punjab,Wheat,445,Loamy,166,3141
653,2002,Punjab,Rice,873,Loamy,127,3071
654,2009,Punjab,Rice,803,Loamy,100,3212
655,2006,Punjab,Wheat,420,Loamy,101,3696
656,2002,Punjab,Wheat,449,Loamy,130,3415
657,2005,Punjab,Wheat,646,Alluvial,137,2876
658,2005,Punjab,Wheat,681,Alluvial,111,3397
659,2013,Punjab,Bajra,472,Alluvial,52,2021
660,2008,Punjab,Wheat,563,Loamy,157,3656
661,2001,Punjab,Rice,855,Loamy,174,3227
662,2016,Punjab,Wheat,423,Alluvial,167,3290
663,2005,Punjab,Wheat,446,Alluvial,180,3268
664,2005,Punjab,Rice,806,Loamy,144,2817
665,2008,Punjab,Wheat,466,Alluvial,106,2848
666,2011,Punjab,Wheat,525,Loamy,101,3179
667,2020,Punjab,Bajra,529,Loamy,80,2223
668,2003,Punjab,Bajra,513,Loamy,89,2791
669,2015,Punjab,Wheat,695,Loamy,176,3770
670,2001,Punjab,Wheat,577,Loamy,173,3447
671,2017,Punjab,Bajra,438,Loamy,93,2864
672,2013,Punjab,Rice,920,Loamy,132,3482
673,2016,Punjab,Bajra,468,Loamy,52,2281
674,2012,Punjab,Wheat,626,Loamy,138,3054
675,2016,Punjab,Rice,980,Loamy,127,3060
676,2012,Punjab,Wheat,581,Loamy,121,3806
677,2007,Punjab,Rice,870,Loamy,119,2895
678,2016,Punjab,Rice,804,Loamy,159,3178
679,2001,Punjab,Bajra,467,Loamy,68,2753
680,2004,Punjab,Wheat,570,Alluvial,177,3385
681,2014,Punjab,Bajra,431,Loamy,64,2368
682,2020,Punjab,Wheat,418,Loamy,164,3478
683,2011,Punjab,Wheat,652,Loamy,119,3517
684,2005,Punjab,Rice,984,Alluvial,117,2506
685,2012,Punjab,Bajra,495,Loamy,63,2014
686,2009,Punjab,Bajra,313,Loamy,97,2914
687,2020,Punjab,Rice,993,Loamy,160,3043
688,2001,Punjab,Rice,931,Alluvial,113,3041
689,2011,Punjab,Rice,874,Loamy,151,2815
690,2005,Punjab,Bajra,404,Loamy,68,2489
691,2013,Punjab,Wheat,689,Loamy,127,3778
692,2013,Punjab,Wheat,540,Loamy,125,3206
693,2007,Punjab,Wheat,415,Loamy,115,3290
694,2020,Punjab,Wheat,544,Loamy,103,3619
695,2017,Punjab,Rice,898,Loamy,163,3362
696,2000,Punjab,Wheat,417,Loamy,115,3096
697,2009,Punjab,Wheat,675,Loamy,122,3424
698,2013,Punjab,Bajra,314,Alluvial,52,2334
699,2000,Punjab,Wheat,503,Loamy,118,3483
700,2002,Punjab,Wheat,470,Loamy,157,3189
701,2009,Punjab,Wheat,441,Loamy,153,3794
702,2015,Punjab,Rice,935,Loamy,122,3391
703,2000,Punjab,Bajra,560,Loamy,63,2553
704,2015,Punjab,Wheat,443,Loamy,137,3399
705,2019,Punjab,Rice,971,Loamy,107,2958
706,2020,Punjab,Bajra,375,Loamy,66,2468
707,2017,Punjab,Bajra,431,Loamy,93,2665
708,2013,Punjab,Rice,946,Loamy,152,3209
709,2013,Punjab,Bajra,352,Alluvial,97,2572
710,2000,Punjab,Rice,920,Loamy,178,3272
711,2010,Punjab,Rice,981,Alluvial,106,3186
712,2016,Punjab,Wheat,522,Alluvial,124,2788
713,2015,Punjab,Rice,809,Loamy,169,3471
714,2019,Punjab,Wheat,676,Loamy,167,3728
715,2015,Punjab,Bajra,351,Loamy,52,2518
716,2014,Punjab,Wheat,458,Loamy,154,3544
717,2005,Punjab,Rice,893,Loamy,131,2950
718,2005,Punjab,Wheat,502,Loamy,106,3994
719,2003,Punjab,Rice,868,Loamy,130,3358
720,2016,Punjab,Rice,828,Loamy,170,2876
721,2005,Punjab,Bajra,554,Loamy,61,2227
722,2019,Punjab,Rice,942,Loamy,177,3058
723,2009,Punjab,Bajra,350,Alluvial,65,2647
724,2020,Punjab,Bajra,351,Loamy,64,2920
725,2000,Punjab,Rice,949,Loamy,103,3009
726,2008,Punjab,Bajra,562,Alluvial,52,2053
727,2014,Punjab,Bajra,501,Loamy,66,2179
728,2009,Punjab,Bajra,374,Loamy,72,2920
729,2013,Punjab,Wheat,513,Loamy,130,3406
730,2009,Punjab,Wheat,531,Loamy,105,3050
731,2000,Punjab,Bajra,348,Loamy,55,2550
732,2004,Punjab,Bajra,410,Loamy,95,2228
733,2002,Punjab,Wheat,415,Alluvial,147,3494
734,2005,Punjab,Bajra,377,Alluvial,60,2556
735,2004,Punjab,Rice,842,Loamy,154,3240
736,2007,Punjab,Wheat,485,Alluvial,174,3379
737,2009,Punjab,Bajra,460,Alluvial,90,2326
738,2017,Punjab,Wheat,463,Alluvial,119,2738
739,2012,Punjab,Bajra,353,Alluvial,97,2326
740,2017,Punjab,Bajra,406,Loamy,73,2124
741,2016,Punjab,Bajra,322,Loamy,61,2914
742,2001,Punjab,Wheat,670,Alluvial,100,3429
743,2010,Punjab,Bajra,313,Loamy,58,2883
744,2004,Punjab,Wheat,689,Loamy,129,3920
745,2007,Punjab,Rice,835,Loamy,102,2936
746,2012,Punjab,Rice,846,Loamy,100,3188
747,2011,Punjab,Rice,887,Loamy,124,3152
748,2005,Punjab,Bajra,582,Loamy,81,2138
749,2010,Punjab,Wheat,623,Alluvial,154,3296
750,2001,Punjab,Bajra,582,Loamy,97,2799
751,2011,Punjab,Bajra,417,Loamy,56,2200
752,2015,Punjab,Bajra,587,Alluvial,81,2385
753,2008,Punjab,Rice,963,Alluvial,176,3050
754,2001,Punjab,Rice,896,Loamy,131,3365
755,2019,Punjab,Wheat,532,Alluvial,111,2826
756,2001,Punjab,Rice,885,Loamy,155,3319
757,2018,Punjab,Rice,885,Loamy,124,3364
758,2004,Punjab,Bajra,440,Loamy,52,2872
759,2004,Punjab,Rice,877,Loamy,168,3492
760,2012,Punjab,Bajra,475,Loamy,66,2895
761,2001,Punjab,Rice,837,Loamy,101,2981
762,2007,Punjab,Rice,913,Loamy,107,3433
763,2018,Punjab,Rice,915,Loamy,166,3067
764,2002,Punjab,Wheat,683,Loamy,168,3311
765,2007,Punjab,Rice,849,Alluvial,112,2707
766,2001,Punjab,Wheat,589,Loamy,106,3449
767,2015,Punjab,Wheat,570,Alluvial,164,2851
768,2002,Punjab,Bajra,466,Loamy,87,2997
769,2015,Punjab,Bajra,555,Loamy,72,2077
770,2012,Punjab,Wheat,596,Loamy,107,3572
771,2003,Punjab,Rice,823,Alluvial,174,3169
772,2000,Punjab,Wheat,513,Alluvial,162,3286
773,2001,Punjab,Bajra,447,Alluvial,77,2480
774,2003,Punjab,Rice,978,Loamy,168,2915
775,2008,Punjab,Rice,903,Loamy,144,3327
776,2018,Punjab,Wheat,563,Loamy,145,3191
777,2017,Punjab,Rice,890,Loamy,168,3464
778,2012,Punjab,Rice,959,Loamy,125,2902
779,2018,Punjab,Wheat,475,Alluvial,101,3489
780,2013,Punjab,Wheat,524,Loamy,154,3951
781,2003,Punjab,Wheat,411,Alluvial,171,2703
782,2012,Punjab,Rice,835,Loamy,138,2939
783,2011,Punjab,Rice,915,Alluvial,118,2851
784,2005,Punjab,Bajra,336,Alluvial,73,1902
785,2004,Punjab,Wheat,514,Loamy,123,3320
786,2011,Punjab,Bajra,364,Alluvial,70,2309
787,2009,Punjab,Wheat,562,Loamy,141,3851
788,2003,Punjab,Bajra,323,Loamy,79,2299
789,2006,Punjab,Wheat,521,Loamy,168,3724
790,2007,Punjab,Bajra,512,Alluvial,96,2389
791,2013,Punjab,Bajra,427,Alluvial,75,2009
792,2009,Punjab,Rice,803,Loamy,131,3494
793,2015,Punjab,Rice,830,Loamy,109,2888
794,2010,Punjab,Bajra,432,Alluvial,87,2154
795,2004,Punjab,Wheat,508,Alluvial,122,3033
796,2010,Punjab,Wheat,530,Loamy,153,3335
797,2003,Punjab,Wheat,474,Loamy,120,3966
798,2013,Punjab,Bajra,306,Loamy,52,2721
799,2001,Punjab,Bajra,530,Alluvial,93,2610
800,2013,Punjab,Wheat,678,Alluvial,128,2850
801,2004,Punjab,Bajra,537,Alluvial,61,1967
802,2013,Punjab,Wheat,531,Loamy,163,3145
803,2012,Punjab,Rice,937,Loamy,174,3240
804,2019,Punjab,Wheat,629,Loamy,132,3650
805,2017,Punjab,Wheat,611,Loamy,169,3282
806,2009,Punjab,Rice,900,Loamy,124,3010
807,2010,Punjab,Wheat,673,Loamy,109,3916
808,2010,Punjab,Wheat,504,Alluvial,168,2902
809,2010,Punjab,Rice,910,Loamy,144,3386
810,2014,Punjab,Rice,950,Loamy,120,3458
811,2019,Punjab,Wheat,580,Loamy,167,3129
812,2001,Punjab,Rice,926,Loamy,141,3000
813,2005,Punjab,Wheat,431,Alluvial,110,3455
814,2018,Punjab,Rice,943,Alluvial,153,2551
815,2006,Punjab,Wheat,552,Loamy,118,3513
816,2004,Punjab,Wheat,577,Alluvial,153,3293
817,2005,Punjab,Rice,903,Loamy,174,3441
818,2011,Punjab,Bajra,473,Loamy,73,2104
819,2003,Punjab,Rice,970,Alluvial,145,3086
820,2011,Punjab,Wheat,505,Loamy,165,3548
821,2003,Punjab,Bajra,312,Loamy,72,2051
822,2018,Punjab,Wheat,448,Alluvial,155,2895
823,2018,Punjab,Bajra,408,Loamy,57,2742
824,2003,Punjab,Rice,853,Alluvial,160,3166
825,2000,Punjab,Bajra,542,Alluvial,67,2326
826,2005,Punjab,Rice,889,Loamy,167,2981
827,2004,Punjab,Bajra,317,Loamy,56,2497
828,2011,Punjab,Rice,931,Alluvial,109,2524
829,2009,Punjab,Wheat,421,Alluvial,135,3473
830,2003,Punjab,Bajra,529,Loamy,69,2001
831,2000,Punjab,Rice,838,Loamy,138,3142
832,2004,Punjab,Bajra,527,Loamy,93,2426
833,2020,Punjab,Wheat,446,Alluvial,172,2900
834,2013,Punjab,Bajra,576,Loamy,85,2799
835,2004,Punjab,Wheat,526,Loamy,130,3362
836,2017,Punjab,Rice,892,Alluvial,175,2534
837,2011,Punjab,Rice,852,Alluvial,143,2719
838,2016,Punjab,Wheat,586,Loamy,160,3749
839,2015,Punjab,Wheat,498,Alluvial,178,2877
840,2017,Punjab,Rice,830,Alluvial,127,2523
841,2019,Punjab,Rice,816,Loamy,168,2991
842,2008,Punjab,Wheat,613,Loamy,131,3572
843,2001,Punjab,Bajra,465,Alluvial,82,2621
844,2000,Punjab,Bajra,453,Loamy,70,2306
845,2011,Punjab,Wheat,671,Alluvial,177,2993
846,2010,Punjab,Rice,926,Loamy,143,3224
847,2010,Punjab,Rice,806,Alluvial,148,2760
848,2004,Punjab,Rice,914,Loamy,108,3122
849,2011,Punjab,Bajra,313,Loamy,79,2286
850,2006,Punjab,Rice,824,Loamy,106,2921
851,2018,Punjab,Bajra,326,Loamy,99,2455
852,2008,Punjab,Wheat,524,Loamy,131,3179
853,2007,Punjab,Bajra,525,Alluvial,79,1860
854,2014,Punjab,Wheat,601,Loamy,115,3926
855,2001,Punjab,Bajra,543,Loamy,98,2198
856,2012,Punjab,Wheat,443,Loamy,139,3423
857,2020,Punjab,Bajra,473,Alluvial,70,1985
858,2007,Punjab,Rice,914,Alluvial,144,2700
859,2000,Punjab,Wheat,566,Alluvial,140,2876
860,2004,Punjab,Wheat,576,Loamy,131,3552
861,2015,Punjab,Wheat,427,Loamy,155,3030
862,2000,Punjab,Rice,944,Loamy,104,3462
863,2014,Punjab,Rice,940,Loamy,163,3281
864,2008,Punjab,Bajra,526,Loamy,60,2633
865,2009,Punjab,Bajra,308,Loamy,94,2549
866,2005,Punjab,Bajra,475,Alluvial,59,2258
867,2013,Punjab,Wheat,644,Alluvial,122,2844
868,2002,Punjab,Rice,824,Loamy,159,3311
869,2012,Punjab,Wheat,497,Loamy,106,3983
870,2008,Punjab,Rice,843,Loamy,132,3200
871,2005,Punjab,Wheat,479,Alluvial,126,2996
872,2010,Punjab,Rice,965,Loamy,129,3114
873,2016,Punjab,Wheat,637,Alluvial,123,3466
874,2011,Punjab,Rice,953,Loamy,100,3164
875,2003,Punjab,Wheat,671,Alluvial,125,2926
876,2004,Punjab,Wheat,525,Loamy,136,3162
877,2013,Punjab,Bajra,383,Loamy,82,2947
878,2007,Punjab,Wheat,466,Loamy,139,3001
879,2002,Punjab,Wheat,587,Loamy,180,3109
880,2011,Punjab,Wheat,465,Alluvial,105,3375
881,2004,Punjab,Wheat,555,Loamy,125,3585
882,2017,Punjab,Bajra,389,Alluvial,83,2662
883,2016,Punjab,Wheat,576,Loamy,173,3924
884,2006,Punjab,Wheat,487,Alluvial,127,2867
885,2002,Punjab,Rice,897,Loamy,159,3415
886,2001,Punjab,Rice,921,Loamy,117,3278
887,2010,Punjab,Bajra,505,Alluvial,50,2693
888,2010,Punjab,Rice,997,Loamy,110,3460
889,2000,Punjab,Bajra,507,Loamy,81,2454
890,2004,Punjab,Rice,803,Loamy,145,3008
891,2004,Punjab,Bajra,392,Alluvial,88,2236
892,2018,Punjab,Wheat,433,Loamy,141,3653
893,2018,Punjab,Wheat,692,Loamy,113,3732
894,2007,Punjab,Wheat,647,Alluvial,178,3484
895,2005,Punjab,Rice,984,Loamy,116,3280
896,2016,Punjab,Rice,977,Loamy,118,3256
897,2003,Punjab,Wheat,606,Loamy,102,3724
898,2019,Punjab,Rice,884,Alluvial,140,3008
899,2014,Punjab,Bajra,530,Alluvial,57,2658
900,2013,Punjab,Bajra,480,Loamy,54,2776
901,2010,Punjab,Wheat,428,Loamy,156,3441
902,2007,Punjab,Rice,923,Loamy,160,2902
903,2015,Punjab,Rice,966,Loamy,109,3478
904,2018,Punjab,Rice,933,Alluvial,129,3182
905,2002,Punjab,Wheat,681,Loamy,113,3516
906,2014,Punjab,Wheat,419,Loamy,173,3368
907,2016,Punjab,Bajra,306,Loamy,96,2046
908,2020,Punjab,Bajra,464,Loamy,86,2975
909,2008,Punjab,Bajra,405,Alluvial,90,2255
910,2007,Punjab,Bajra,476,Loamy,51,2024
911,2005,Punjab,Rice,885,Alluvial,169,2641
912,2010,Punjab,Wheat,623,Loamy,123,3357
913,2017,Punjab,Wheat,615,Loamy,128,3560
914,2014,Punjab,Wheat,547,Alluvial,128,3406
915,2011,Punjab,Rice,898,Alluvial,179,2709
916,2002,Punjab,Rice,830,Loamy,173,3467
917,2019,Punjab,Rice,950,Loamy,102,3255
918,2020,Punjab,Wheat,435,Loamy,159,3391
919,2001,Punjab,Bajra,331,Loamy,72,2046
920,2001,Punjab,Rice,908,Loamy,171,2843
921,2020,Punjab,Rice,942,Alluvial,140,2886
922,2010,Punjab,Wheat,621,Loamy,142,3045
923,2012,Punjab,Rice,887,Loamy,159,3022
924,2019,Punjab,Bajra,367,Alluvial,90,1998
925,2014,Punjab,Wheat,614,Loamy,121,3365
926,2009,Punjab,Wheat,416,Loamy,166,3073
927,2008,Punjab,Rice,879,Loamy,133,3164
928,2007,Punjab,Wheat,656,Loamy,161,3136
929,2005,Punjab,Rice,816,Loamy,100,3194
930,2018,Punjab,Rice,955,Alluvial,108,2931
931,2006,Punjab,Rice,975,Alluvial,161,3105
932,2006,Punjab,Rice,872,Loamy,131,3274
933,2003,Punjab,Rice,810,Loamy,108,3379
934,2009,Punjab,Rice,816,Loamy,109,3409
935,2011,Punjab,Bajra,353,Loamy,97,2828
936,2000,Punjab,Bajra,582,Alluvial,97,2093
937,2001,Punjab,Rice,930,Alluvial,135,3090
938,2010,Punjab,Bajra,557,Loamy,97,2978
939,2018,Punjab,Wheat,643,Alluvial,114,3036
940,2017,Punjab,Rice,870,Loamy,134,2820
941,2004,Punjab,Rice,988,Alluvial,139,2624
942,2013,Punjab,Bajra,599,Loamy,65,2113
943,2004,Punjab,Wheat,448,Loamy,165,3869
944,2003,Punjab,Wheat,538,Alluvial,126,2869
945,2007,Punjab,Bajra,522,Loamy,86,2354
946,2010,Punjab,Bajra,461,Loamy,51,2235
947,2001,Punjab,Wheat,622,Loamy,151,3780
948,2015,Punjab,Rice,954,Alluvial,130,2828
949,2006,Punjab,Bajra,524,Loamy,95,2900
950,2017,Punjab,Wheat,479,Loamy,173,3600
951,2009,Punjab,Rice,907,Loamy,150,3378
952,2014,Punjab,Rice,855,Alluvial,124,2908
953,2016,Punjab,Wheat,680,Loamy,138,3852
954,2001,Punjab,Wheat,598,Alluvial,105,2736
955,2015,Punjab,Rice,850,Loamy,107,3144
956,2005,Punjab,Rice,916,Loamy,149,3487
957,2010,Punjab,Rice,908,Alluvial,171,2900
958,2006,Punjab,Rice,937,Loamy,133,2892
959,2001,Punjab,Rice,975,Loamy,176,2873
960,2010,Punjab,Wheat,637,Alluvial,142,3004
961,2011,Punjab,Bajra,589,Alluvial,87,1947
962,2010,Punjab,Bajra,516,Loamy,52,2152
963,2007,Punjab,Wheat,664,Loamy,177,3261
964,2013,Punjab,Bajra,413,Loamy,65,2279
965,2006,Punjab,Rice,903,Loamy,139,3337
966,2010,Punjab,Bajra,553,Loamy,52,2185
967,2012,Punjab,Wheat,555,Loamy,175,3974
968,2006,Punjab,Bajra,437,Alluvial,73,2491
969,2010,Punjab,Bajra,417,Loamy,92,2192
970,2006,Punjab,Wheat,514,Loamy,119,3320
971,2015,Punjab,Rice,925,Alluvial,124,2661
972,2017,Punjab,Wheat,637,Loamy,175,3143
973,2013,Punjab,Bajra,576,Loamy,95,2951
974,2006,Punjab,Bajra,358,Loamy,75,2773
975,2002,Punjab,Wheat,625,Loamy,141,3749
976,2002,Punjab,Bajra,599,Alluvial,79,1901
977,2005,Punjab,Wheat,695,Loamy,142,3944
978,2004,Punjab,Rice,952,Alluvial,155,2802
979,2000,Punjab,Wheat,513,Loamy,164,3573
980,2007,Punjab,Rice,877,Loamy,149,2991
981,2013,Punjab,Wheat,611,Loamy,137,3493
982,2015,Punjab,Wheat,470,Loamy,142,3418
983,2007,Punjab,Rice,990,Loamy,149,2837
984,2001,Punjab,Wheat,667,Loamy,163,3754
985,2011,Punjab,Bajra,472,Loamy,71,2223
986,2009,Punjab,Wheat,618,Loamy,165,3981
987,2002,Punjab,Bajra,485,Alluvial,68,2223
988,2019,Punjab,Rice,804,Loamy,154,3322
989,2006,Punjab,Bajra,329,Loamy,94,2111
990,2018,Punjab,Bajra,303,Alluvial,80,2345
991,2006,Punjab,Rice,803,Loamy,101,2831
992,2006,Punjab,Wheat,509,Alluvial,124,2778
993,2008,Punjab,Rice,919,Loamy,142,3056
994,2020,Punjab,Bajra,398,Loamy,60,2914
995,2014,Punjab,Rice,837,Loamy,112,3200
996,2014,Punjab,Rice,912,Loamy,168,2945
997,2017,Punjab,Bajra,321,Loamy,83,2461
998,2012,Punjab,Rice,926,Loamy,128,3457
999,2011,Punjab,Bajra,580,Loamy,81,2395
1000,2007,Punjab,Bajra,421,Loamy,56,2999
1001,2015,Punjab,Bajra,540,Loamy,88,2678
1002,2009,Punjab,Rice,809,Alluvial,137,2977
1003,2013,Punjab,Wheat,536,Loamy,178,3520
1004,2020,Punjab,Bajra,468,Loamy,80,2527
1005,2009,Punjab,Wheat,591,Loamy,128,3425
1006,2008,Punjab,Bajra,556,Loamy,97,2842
1007,2014,Punjab,Bajra,428,Loamy,55,2462
1008,2012,Punjab,Wheat,546,Alluvial,167,3162
1009,2002,Punjab,Wheat,634,Loamy,133,3550
1010,2020,Punjab,Bajra,595,Loamy,65,2621
1011,2016,Punjab,Wheat,663,Loamy,147,3408
1012,2012,Punjab,Bajra,411,Loamy,81,2502
1013,2013,Punjab,Wheat,406,Loamy,174,3908
1014,2002,Punjab,Wheat,560,Loamy,131,3447
1015,2013,Punjab,Rice,906,Alluvial,171,3003
1016,2010,Punjab,Wheat,485,Alluvial,138,3379
1017,2014,Punjab,Wheat,543,Loamy,169,3544
1018,2007,Punjab,Wheat,482,Alluvial,120,3291
1019,2000,Punjab,Wheat,408,Alluvial,148,2984
1020,2005,Punjab,Rice,810,Loamy,128,3077
1021,2001,Punjab,Wheat,610,Loamy,130,3835
1022,2019,Punjab,Bajra,439,Loamy,67,2575
1023,2020,Punjab,Wheat,665,Loamy,165,3054
1024,2007,Punjab,Bajra,584,Loamy,71,2820
1025,2019,Punjab,Rice,884,Alluvial,130,3140
1026,2015,Punjab,Bajra,402,Loamy,60,2329
1027,2003,Punjab,Rice,969,Loamy,112,2847
1028,2005,Punjab,Wheat,400,Loamy,161,3944
1029,2018,Punjab,Rice,845,Loamy,119,2913
1030,2002,Punjab,Wheat,634,Loamy,116,3375
